mot-clé_(mc),url,trafic,position,volumeh,volume_ads,allintitle,cpc,comp.,kgr,kvi,maj_serp,si_informational,si_navigational,si_transactional,si_commercial,si_local,si_brand,sugg._ortho.,sugg._ortho._avec_redir.
"reconversion professionnelle trouver sa voie","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","98","50","50","","1.96","0.9","","27","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"societe aic","https://www.aveclindustrie.fr/","1","84","10","10","595","0.5482","0.0158","59.5","12","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"l espace industriel français","https://www.aveclindustrie.fr/","1","80","5","30","","","0","","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"plasturgie et composite","https://www.aveclindustrie.fr/branche/plasturgie-et-composites/","1","90","20","20","","","0","","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"objectif 10 ans de moins m6","https://www.aveclindustrie.fr/actualites/emission-m6/","1","66","10","10","","","0","","30","OLDER_THAN_2_MONTHS","","","","","","","",""
"la nuit de l'orientation rennes","https://www.aveclindustrie.fr/evenements-salons/","1","89","20","20","","","0","","12","OLDER_THAN_2_MONTHS","","","","","","","",""
"composite industry","https://www.aveclindustrie.fr/branche/plasturgie-et-composites/","1","76","20","20","","1.43","0.08","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon emploi jeune","https://www.aveclindustrie.fr/evenements-salons/","1","88","20","20","","","0.0554","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l apprentissage lyon","https://www.aveclindustrie.fr/evenements-salons/","1","76","20","20","","","0.0238","","9","OLDER_THAN_2_MONTHS","","","","","","","",""
"reconversion dessinateur industriel","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","87","20","20","2","1.84","0.23","0.1","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie pharmaceutique entreprise","https://www.aveclindustrie.fr/branche/industrie-pharmaceutique/","1","87","20","20","","","0.2527","","25","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"formation caoutchouc","https://www.aveclindustrie.fr/metier/operateur-de-fabrication-caoutchouc/","1","76","10","10","","","0.2571","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon des entrepreneurs lyon 2017","https://www.aveclindustrie.fr/evenements-salons/","1","87","10","10","","","","","25","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon emploi rennes","https://www.aveclindustrie.fr/evenements-salons/","1","98","30","30","","","0.0612","","15","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon industrie dijon","https://www.aveclindustrie.fr/evenements-salons/","1","86","30","30","10","","","0.3333","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon etudiant lille 3 octobre","https://www.aveclindustrie.fr/evenements-salons/","1","79","0","0","","","0","","16","OLDER_THAN_2_MONTHS","","","","","","","",""
"classement des secteurs d activité en france","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","84","10","10","","0.0606","0.0087","","28","OLDER_THAN_2_MONTHS","","","","","","","classement des secteurs d'activité en france",""
"pilote industriel","https://aveclindustrie.fr/metier/conducteur-installations-automatisees/","1","88","30","30","","","0","","7","OLDER_THAN_2_MONTHS","","","","","","","",""
"fabriqué en france logo officiel","https://aveclindustrie.fr/","1","92","40","40","","","0.3864","","30","OLDER_THAN_2_MONTHS","","","","","","","",""
"nrj alternance","https://www.aveclindustrie.fr/actualites/avec-lindustrie-partenaire-du-nrj-summer-tour-2025/","1","92","20","20","","1.1357","0.0857","","16","OLDER_THAN_2_MONTHS","","","","","","","",""
"avenir entreprise nantes","https://aveclindustrie.fr/","1","87","10","10","","1.5952","0.0381","","18","OLDER_THAN_2_MONTHS","true","false","false","true","false","false","",""
"salon étudiant orléans","https://www.aveclindustrie.fr/evenements-salons/","1","87","20","20","","0.82","0.01","","23","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"gagnant jeu tour de france","https://www.aveclindustrie.fr/wp-content/uploads/2025/07/Reglement-nrj-summer-tour-Futuroscope_v.pdf","1","68","10","10","","","","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"lae in","https://aveclindustrie.fr/","1","76","10","10","46600","","0.05","4660","39","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon industrie lyon","https://www.aveclindustrie.fr/evenements-salons/","1","87","36","40","","","0","","22","OLDER_THAN_2_MONTHS","","","","","","","",""
"avenir pharma","https://www.aveclindustrie.fr/branche/industrie-pharmaceutique/","1","89","70","70","","","0","","16","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon apprentissage alternance et métiers rennes","https://www.aveclindustrie.fr/evenements-salons/","1","67","10","10","","","","","16","OLDER_THAN_2_MONTHS","","","","","","","",""
"forum emploi lille grand palais","https://www.aveclindustrie.fr/evenements-salons/","1","70","10","10","","","0","","11","OLDER_THAN_2_MONTHS","","","","","","","",""
"bourges industrie","https://www.aveclindustrie.fr/actualites/retour-en-images-avec-lindustrie-au-printemps-de-bourges/","1","82","40","40","","","0","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"industrie cimentière","https://aveclindustrie.fr/branche/ciments/","1","83","20","20","","","0.0293","","8","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon etudiant brest","https://www.aveclindustrie.fr/evenements-salons/","1","83","50","50","","","0","","23","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon etudiant 8 septembre","https://www.aveclindustrie.fr/evenements-salons/","1","83","10","10","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"trouver un métier qui me passionne","https://aveclindustrie.fr/actualites/je-filme-le-metier-qui-me-plait-quand-les-jeunes-filment-lindustrie-avec-passion/","1","85","10","10","","","0","","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"alternance plasturgie","https://www.aveclindustrie.fr/branche/plasturgie-et-composites/","1","89","30","30","","0.8221","0.2342","","23","OLDER_THAN_2_MONTHS","true","false","true","true","false","false","",""
"salon de l emploi marseille 2017","https://www.aveclindustrie.fr/evenements-salons/","1","42","0","0","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","salon de l'emploi marseille 2017",""
"tissu industriel français","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","71","5","30","","","0.022","","28","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon emploi normandie","https://www.aveclindustrie.fr/evenements-salons/","1","80","10","10","","","0.0286","","22","OLDER_THAN_2_MONTHS","","","","","","","",""
"industrie ceramique","https://aveclindustrie.fr/","1","83","30","30","","","0.0913","","17","OLDER_THAN_2_MONTHS","","","","","","","",""
"bts maintenance des systeme energetique et climatique","https://www.aveclindustrie.fr/metier/technicien-de-maintenance-des-systemes-energetiques/","1","87","10","10","","0.6575","0.1111","","15","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon des entreprises","https://www.aveclindustrie.fr/evenements-salons/","1","95","50","50","","1.93","0.1","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"plus grand site industriel de france","https://aveclindustrie.fr/","1","79","20","20","","","0","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon etudiant lyon 17 novembre","https://www.aveclindustrie.fr/evenements-salons/","1","80","0","0","","","","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l alternance lyon","https://www.aveclindustrie.fr/evenements-salons/","1","82","40","40","","3.1063","0.1429","","4","OLDER_THAN_2_MONTHS","","","","","","","",""
"groupe facebook marque","https://aveclindustrie.fr/","1","89","10","10","","","0","","29","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur de l ameublement","https://www.aveclindustrie.fr/branche/fabrication-de-lameublement/","1","92","30","30","","","0","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon de recrutement rennes","https://www.aveclindustrie.fr/evenements-salons/","1","77","10","10","","1.0662","0.2143","","16","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"entreprise industrielle connu","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","79","10","10","","","","","26","OLDER_THAN_2_MONTHS","","","","","","","",""
"forum de l alternance lyon","https://www.aveclindustrie.fr/evenements-salons/","1","83","20","20","","","0.1905","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"formation régleur","https://aveclindustrie.fr/metier/monteur-regleur/","1","87","5","50","","0.53","0.21","","27","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon étudiant annecy","https://www.aveclindustrie.fr/evenements-salons/","1","96","6","70","","1.36","0.03","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon profession l nantes","https://www.aveclindustrie.fr/evenements-salons/","1","97","10","10","","","","","11","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"4 industries","https://www.aveclindustrie.fr/actualites/le-tour-de-france-de-nos-industries-etape-4-en-region-pays-de-la-loire/","1","73","20","20","","4.86","0.25","","5","OLDER_THAN_2_MONTHS","","","","","","","",""
"forum métier paris","https://www.aveclindustrie.fr/evenements-salons/","1","89","10","10","","","0","","10","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"annonce industrie pharmaceutique","https://www.aveclindustrie.fr/branche/industrie-pharmaceutique/","1","92","10","10","","","0.24","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur et branche d'activité exemple","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","94","30","30","","","0","","29","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur d'activité service","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","93","5","40","","","0","","33","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"compétence d'un technicien de laboratoire","https://www.aveclindustrie.fr/metier/technicien-de-laboratoire/","1","95","82","90","","","0.01","","33","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"salon étudiant nantes 18 novembre 2017","https://www.aveclindustrie.fr/evenements-salons/","1","34","0","0","","","","","11","OLDER_THAN_2_MONTHS","","","","","","","",""
"bus tour de france","https://www.aveclindustrie.fr/actualites/derniere-etape-du-tour-de-france-de-nos-industries-chez-barcodis/","1","84","50","50","","0.27","0.01","","44","OLDER_THAN_2_MONTHS","","","","","","","",""
"métier conception","https://aveclindustrie.fr/metier/concepteur-modeleur/","1","89","10","10","","","0","","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"du avenir","https://www.aveclindustrie.fr/","1","74","10","10","","","","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"métier production industrielle","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","68","10","10","","2.1271","0.0816","","23","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur d'activité industriel","https://www.aveclindustrie.fr/","1","81","30","30","","","0","","26","OLDER_THAN_2_MONTHS","","","","","","","",""
"apprendre métier cordonnier","https://www.aveclindustrie.fr/metier/cordonnier-multiservices/","1","77","10","10","","","0","","29","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"jouets puericulture","https://www.aveclindustrie.fr/branche/jeux-jouets-et-puericulture/","1","92","5","70","","0.27","1","","34","OLDER_THAN_2_MONTHS","true","false","true","false","true","false","",""
"nuit de l orientation bourges","https://aveclindustrie.fr/evenements-salons/","1","85","10","10","","","0","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"métier de la production industrielle","https://www.aveclindustrie.fr/metier/ingenieur-de-production/","1","74","10","10","","","0.07","","5","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"fiche de poste technicien qualité","https://www.aveclindustrie.fr/metier/technicien-controle-qualite/","1","83","30","30","1","","0","0.0333","27","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l'étudiant lyon 2017","https://aveclindustrie.fr/evenements-salons/","1","43","0","0","","","0","","23","OLDER_THAN_2_MONTHS","","","","","","","",""
"en fait avec","https://www.aveclindustrie.fr/","1","75","10","10","63500","","0","6350","44","OLDER_THAN_2_MONTHS","","","","","","","",""
"role du technicien de laboratoire","https://www.aveclindustrie.fr/metier/technicien-de-laboratoire/","1","78","20","20","","","0.0238","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l'étudiant 22 septembre","https://aveclindustrie.fr/evenements-salons/","1","52","0","0","","","","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l'étudiant 2017 lyon","https://aveclindustrie.fr/evenements-salons/","1","37","0","0","","","","","23","OLDER_THAN_2_MONTHS","","","","","","","",""
"qualités technicien de laboratoire","https://www.aveclindustrie.fr/metier/technicien-de-laboratoire/","1","69","5","40","","","0.03","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"m6 contact presse","https://aveclindustrie.fr/actualites/casting-m6-fais-briller-ton-talent-dans-lindustrie/","1","96","50","50","","","0.03","","11","OLDER_THAN_2_MONTHS","","","","","","","",""
"secteur d activité chimie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","86","20","20","","","0","","4","OLDER_THAN_2_MONTHS","","","","","","","",""
"à l avenir ou dans l avenir","https://aveclindustrie.fr/","1","73","5","90","","","0","","28","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"observatoire de la plasturgie","https://www.aveclindustrie.fr/branche/plasturgie-et-composites/","1","96","20","20","","","0","","10","OLDER_THAN_2_MONTHS","","","","","","","",""
"contrôle qualité métier","https://www.aveclindustrie.fr/metier/technicien-controle-qualite/","1","93","70","70","","1.09","0.16","","26","OLDER_THAN_2_MONTHS","","","","","","","",""
